Days_Since_Last_Purchase,Lifetime_Value,Average_Order_Value,Total_Purchases,Discount_Usage_Rate,Cart_Abandonment_Rate,Membership_Years,Returns_Rate,Login_Frequency,Age,Gender,Country,Signup_Quarter,Churn
151,7375.703680690925,118.63997002783628,33,61.38459450077243,92.52646416569644,3.4713737321793148,0.6828918213039992,3,36,Female,USA,Q1,1
190,379.5711221826342,92.46991345538177,40,8.771764171996432,14.689656887777925,0.5590018561696858,24.084116122759603,5,50,Female,Canada,Q1,1
224,266.3804169309,34.238333168560466,32,39.15370996016292,97.08541978677002,2.8264447997699103,2.7919110438237196,5,75,Female,UK,Q2,1
37,203.19127965552295,87.72617824062648,69,71.33217295012723,94.74772343956246,1.2434590473556755,48.88617559363218,4,64,Male,Canada,Q2,0
268,197.8192749741358,77.33166476736571,17,65.94232468499163,88.45719870582626,2.1585844251330553,39.529606432520644,5,72,Other,UK,Q3,1
183,2448.831302479353,67.53767890596102,8,62.47006694066079,21.455652133000225,3.170252541533597,24.50557383182277,4,43,Other,Other,Q1,1
13,1179.685439615212,148.86712843121947,57,28.25408636624436,63.405505601098334,1.2849296892689055,4.329367908967513,8,30,Male,USA,Q2,0
279,4606.7841854291555,143.13784904401012,42,37.8024949434402,76.08914729612401,0.2609252889838054,29.622272039520713,7,24,Female,Canada,Q4,1
217,22691.753090483828,121.9138172863732,98,10.294614470028618,98.60279281964297,0.05116928204378757,37.938187535093874,6,51,Other,Canada,Q4,1
355,70.41549244805728,188.34631452574072,9,71.9022820433601,18.04238220813704,0.11079767772260773,9.535862650237265,7,39,Male,Other,Q1,1
361,1939.3692351388352,76.47233299436235,87,50.38887967912735,76.60258995192964,0.04174868756884831,28.41041703937454,10,37,Male,Other,Q3,1
286,204.80759928273181,56.32236816493411,35,70.87656323456545,33.880116992711294,0.5517752827893774,40.7105449191434,4,60,Female,USA,Q2,0
273,3580.8266016205557,134.62162948869593,71,24.894352479687278,17.56264655680023,1.1974435728506494,38.41238888231582,9,40,Female,USA,Q2,0
62,729.3341527515239,47.77467157810656,79,32.443822863506625,42.13769412138549,1.106107570911496,40.14960089335764,9,65,Other,UK,Q2,0
84,1142.511446225463,69.85199636485068,53,33.42153372601147,79.38359121486164,4.933982970899484,43.96617124348599,9,31,Other,UK,Q1,0
217,160.00960714785126,52.67446361422812,54,2.57424097472162,46.48498037040522,1.5300305260447162,46.88410510797351,3,47,Female,Other,Q4,1
342,578.4542515394517,23.139177866515233,84,34.10478728306236,53.75231002030485,0.6371039167969955,20.276057760176798,3,40,Other,USA,Q3,0
187,1254.501268119383,167.22476091077795,25,80.33045735180335,99.51594102001212,2.7278127208387897,28.438455126143865,8,64,Female,USA,Q1,1
19,8384.30865131647,58.362703155115625,67,89.72984957497385,39.9109299557426,4.289787276987542,39.532976302280545,6,69,Male,Other,Q1,0
177,333.00556744248007,99.87522563517393,62,51.821831563592745,61.54007547092398,3.390301883938376,34.856990697289156,9,36,Male,Other,Q2,1
100,480.08474610551315,18.22990191831927,55,45.55016952192202,36.524420161537186,1.4804104456772516,49.77601141321894,2,56,Male,Canada,Q4,1
233,4520.755763997596,142.87449858800218,46,3.0824618699370254,39.27856463287049,2.808080798957275,0.683882555232207,6,58,Other,Other,Q3,1
76,302.1699400330039,72.80659043819526,24,87.92043375853827,69.56407534454081,3.574279871002046,17.756660765789533,2,53,Female,Canada,Q3,0
265,6084.973898689206,151.49997828754988,98,1.3010213425872719,93.78869760948835,3.6405224618387115,14.051396313510123,9,23,Male,UK,Q2,1
284,1081.7876009914607,88.35658148889456,46,94.47500802102118,54.23589504923214,3.3326922764884443,13.11579250827673,6,40,Male,Other,Q3,1
206,1727.9386450343354,47.193565217068674,22,48.92162486880907,76.83999289487798,4.35405212387809,11.126489124944289,1,27,Other,Other,Q4,1
223,1903.1838129252026,107.50326563358682,11,34.19344935747266,8.920655881696382,4.350527291720522,35.45619204076145,3,52,Other,Other,Q2,1
52,435.1405880921212,34.79586633111356,48,92.421843484266,21.115803743192696,2.894682797035016,4.237973663766093,4,38,Male,Canada,Q2,0
339,1968.1124775558087,93.702440375869,8,2.4390993110096737,50.213164091953246,2.1492818455560614,37.08044169716692,4,49,Other,Other,Q4,1
144,344.2765722783759,70.28804070989244,39,58.14248948690871,2.001172362877479,3.207851477825499,34.67129210081367,6,77,Other,Other,Q3,0
69,516.3813246693148,183.2723209979303,35,54.89325244993376,25.28549787625588,4.091060006852316,12.540206625044819,8,47,Other,USA,Q4,0
99,2535.2219059293416,21.576457126936788,49,21.932040121138208,51.740128982496614,0.02826052420592362,12.641689158258062,5,50,Other,USA,Q3,1
25,1702.9050651648827,141.863308680091,46,42.88874313502106,1.4961198256300712,4.959985045074255,31.443029267225107,11,23,Female,USA,Q3,0
53,980.0000020352742,44.72272153761282,38,65.22640059437703,26.45462862260417,0.9144688616459962,38.10855527418389,9,22,Other,Other,Q3,0
151,165.985847069688,70.61856412312557,8,72.71311968819275,51.40308194758695,2.351244928299881,43.82428065436827,5,72,Other,USA,Q4,1
144,241.35347639883256,88.94767198179252,54,0.07168587065797816,57.314924798124565,4.360148674214334,42.60697819272379,4,32,Female,UK,Q4,0
57,1660.8147361542901,182.5228669812451,37,93.68534300910153,92.57516930553055,1.1252019952209968,48.24414970819266,3,74,Other,USA,Q1,0
39,3288.579031780756,56.08987055402678,91,16.45253723928124,64.53456232506079,2.383976119501916,29.06924476682556,12,60,Other,Other,Q4,0
109,207.58310037196463,27.34867248348734,92,23.35804342223592,41.473580252999376,0.6629109009058959,45.432778067017985,5,69,Male,USA,Q2,1
181,311.14596061671926,70.55102475819947,40,26.347344569384823,93.03511771330678,1.975381626940963,40.425663663020536,12,42,Male,USA,Q2,1
42,1341.143331037081,29.888434401751336,34,3.782013655203531,78.48829833877943,0.8856772739650126,44.73338121570068,4,30,Male,USA,Q2,0
186,1298.781497056775,34.433332332504975,96,12.305212359032492,20.00089211127476,1.818138743855785,0.5813300642683317,5,23,Female,UK,Q2,1
223,95.97273942874496,119.03161361525507,79,98.63499229441621,13.084236134881976,1.86732108396361,48.295149593290546,3,54,Other,UK,Q1,1
122,1397.3662867924618,21.57136728890373,17,31.521673737728605,67.58116357427329,4.965853947991664,23.676508142323915,3,19,Female,Canada,Q4,0
133,446.95069416788533,15.876867464777547,33,11.530109033904933,55.98831655769838,4.9740651465188614,39.909149478742144,5,34,Female,Other,Q4,1
163,12856.051902040565,145.73867927939457,47,10.699126117462331,78.96736137927557,0.5739313933030621,6.360205966889043,3,41,Other,UK,Q3,1
215,1593.6747850572076,78.71294801979846,52,71.94599676699718,73.88050500786865,3.629843896641736,19.797054790698702,8,29,Other,UK,Q4,1
221,2063.605913137389,33.82131635443592,80,85.45686640326409,62.521153385751504,0.25872739834550573,13.573033151049547,6,61,Male,UK,Q3,0
235,2145.3091638046544,58.18642646334457,93,25.695229950846986,98.63821716288922,0.15096007668594313,14.58293852504685,4,71,Other,Other,Q3,1
331,177.52455351684213,131.9964363969558,9,2.090951233523497,53.35897301104087,0.5266694712248216,6.162780997544087,2,31,Female,Canada,Q2,0
146,20248.081750208563,62.351947756761724,33,22.30900184453558,11.310575650171984,4.8274282850396695,40.28819162715035,8,24,Male,Other,Q1,1
239,96.12343327114625,103.9590137728775,60,5.651569079675733,82.82735648159884,4.7043177394734865,0.46211572905390796,7,71,Female,USA,Q1,1
76,3617.5587994819393,33.122108278067735,93,10.339493663004152,25.185336234570897,0.9696391014034023,15.625272849260124,3,43,Other,Canada,Q4,0
9,2773.8621504555717,121.73779114503492,77,43.15081198476424,77.73021481439183,0.8083616777685576,8.720527160820751,3,49,Male,USA,Q3,0
74,536.1942113922958,70.05475993022017,21,22.991837086163258,95.71070960000515,1.202675432579735,29.451947030417024,8,46,Other,UK,Q2,0
253,2979.9907488148474,129.12400256045615,58,51.59458785254234,69.67955139643412,2.577734970375711,12.712620130727192,5,63,Male,Other,Q3,0
230,681.0530489798484,163.59502763776436,85,25.349375325719038,59.60301609498011,2.8485231601770495,12.949922726404983,6,56,Male,USA,Q2,1
7,398.14164451690215,126.21281968409856,69,94.05373011029477,46.03861756750406,1.1079671521972367,24.416907199765937,9,26,Male,Canada,Q3,0
174,2217.9502865692534,66.19203689305392,10,90.59439679262645,36.440986599540324,3.7831139404497263,32.63445196704629,4,31,Other,USA,Q4,1
141,242.29561090746827,58.591303294177074,6,56.6806105010466,35.30047509718363,1.5477658470132538,6.065235228258182,5,70,Male,USA,Q4,0
168,783.3795070190849,72.20998215935512,13,35.44239919873861,63.63727057095906,4.610656627647051,8.775572623274808,6,34,Male,UK,Q3,0
170,449.76934149834983,41.277897514935916,65,38.114688203473555,75.12731169377459,3.283613532283653,12.35873722972588,7,66,Other,USA,Q1,1
283,662.5067428136992,44.422651661503814,20,41.185228314449695,67.85170694844143,2.1817559715180583,48.687410705898024,3,42,Female,USA,Q2,1
122,2098.7409550440143,160.2313093610319,57,72.7579322134944,19.841010119356273,3.9495600085142266,19.85762499714602,4,70,Other,UK,Q1,1
194,449.64142935706496,83.09918953641454,46,45.16389955188379,49.39871801434912,4.089573130233324,29.949504531551323,4,47,Other,Canada,Q1,1
5,821.81403148544,92.83908430841132,8,85.67299465058974,79.1640072183063,1.4524080280447182,12.077140635798894,1,62,Male,UK,Q3,0
29,515.5746594409218,122.86939845769412,10,94.40947859303645,47.57040781890562,1.6985727191804219,24.522976257874397,5,46,Other,USA,Q2,0
165,9566.235078935408,122.03416407879405,73,33.59461533789339,53.66232797354938,4.679775768643017,3.705958719297903,4,76,Other,Other,Q2,0
339,1833.383777769348,22.801605589165888,67,56.06944813756801,77.11360481708222,0.8237051918163596,1.737107296116347,1,46,Other,UK,Q4,1
136,1525.5411055988118,167.99274940415646,11,9.505653683256444,66.12653062650915,0.210752084814671,23.43667634107301,3,35,Male,UK,Q3,0
321,3056.8118017236993,43.69204511254849,12,20.0469047766359,40.93449208823926,2.270276613047746,19.932964375920605,7,48,Other,USA,Q3,1
342,449.7977938769523,147.38361084943708,10,41.34657667101601,89.54127111942189,4.006049501218144,6.844015984591384,0,36,Male,Other,Q3,1
145,3979.3980276292364,156.80748774435165,25,20.620271590177886,16.25670686634786,3.858340531553729,34.38007144603669,9,34,Other,Canada,Q4,1
327,1843.215018911055,145.8309114773496,49,87.65604907887176,99.55164485903248,4.597653144564163,49.645174544963226,5,23,Male,Other,Q4,1
217,105.49500922456875,120.00575284528759,49,15.828625605909806,11.88525784762372,2.666003321845201,19.782341059835623,4,29,Male,UK,Q2,1
301,128.76045631572194,12.775709450687742,89,45.566082155309196,1.4949971104238902,0.5003233578326666,31.227931795869722,0,55,Other,Other,Q4,0
132,464.7754663125332,78.47134354900243,11,60.56992404598757,89.00189011487647,2.9434448716800805,48.14879711822429,6,20,Female,Canada,Q3,1
292,151.18288398831913,124.91949157889042,62,69.18639081608444,24.49535083659561,3.891978071766058,41.576748622343764,6,64,Other,Other,Q3,1
70,767.0732578147266,83.61574622528235,36,38.306936972650675,72.96996274467209,0.466640601349132,23.177611165134287,2,52,Female,Other,Q1,0
252,239.70116768602108,174.06118003343448,39,86.90990687247286,81.10153749320693,0.8632870054879488,36.87447422299597,3,72,Male,Other,Q4,1
275,947.1101682732036,68.67243231642692,53,56.831915107792554,85.89863910321168,0.061453305778354506,6.406752012526201,5,64,Female,UK,Q3,1
364,9113.973497195104,65.77161056714547,90,43.95077804475518,99.15942356641668,2.9682628972340517,25.605192773189962,7,50,Female,USA,Q3,1
182,1018.3456162672288,60.539561687605016,78,6.724063405203662,29.403971003999906,4.433671959729522,13.953013858996826,5,70,Male,USA,Q2,0
167,696.1417599243629,73.22836510255115,56,46.4689468445165,71.02433419272592,3.3533165800104974,8.058184394808055,5,46,Female,Other,Q4,1
91,1963.2645858689502,115.90694321969556,1,82.07358408157303,11.539985828082822,4.91020043795491,21.314045312726744,6,20,Other,UK,Q3,1
202,385.8197573796199,144.33290591179224,56,61.45410182213155,40.68092913568494,0.3151682624988078,6.550727721680722,3,22,Female,UK,Q2,0
346,3885.944951922504,135.88790437036917,4,83.21624537291183,84.79716933125904,4.515005425757481,34.94925540872428,5,76,Male,UK,Q1,1
19,2304.961908473488,163.46638579648112,30,49.401167059930565,36.76580460591084,4.070341436933403,22.812002202666775,4,31,Female,USA,Q1,0
39,1162.4653645391495,178.32365914451074,12,11.846170509448184,59.10953805356141,1.5712076024975246,26.55723162823319,3,53,Male,UK,Q2,0
126,1382.2581030943986,165.05501804523675,35,1.363984583588107,50.377344372463405,4.867632759186259,7.31879693340785,7,71,Male,Other,Q4,1
173,23449.838007252583,13.599626641127369,77,30.321954671859118,64.59515311120451,1.439688740857075,6.988583054674724,4,45,Other,USA,Q3,0
141,4507.366401141841,149.82441117487787,52,69.79904714977924,97.28943893876949,4.446523619141092,29.170771763006204,7,58,Male,UK,Q4,1
242,29711.514603463274,49.595918987483,31,79.02599039416938,5.573552650140212,4.4037428853709475,49.25048739147231,6,49,Female,Other,Q2,1
220,2435.8359679841874,35.256328114516705,87,29.575283462032942,57.39615175016297,3.788288083014862,4.812529161886281,4,35,Other,USA,Q3,1
126,120.59801635144032,131.31286911183577,68,49.565392088324714,86.30287792502848,2.8173523690642592,14.286571428289063,4,59,Other,UK,Q3,1
58,740.0660549824311,70.75120712746204,52,42.111890443408164,48.13827117484275,0.6000137480844403,43.47295582689438,3,57,Female,Canada,Q3,0
148,85.60063387293243,20.85226104038422,80,41.05227843514279,7.852718594157282,2.6598586724824913,3.613600612761847,5,79,Female,Other,Q4,1
317,2422.2558442550426,36.14964953568865,7,23.134871320015048,56.05393524167709,1.783981278274673,43.79428606834757,4,30,Other,Canada,Q4,1
361,3354.6619894124738,10.176589205292602,22,13.637110502945838,33.20738908238204,3.9610851657767587,26.214299168737558,10,19,Male,USA,Q2,0
1,290.36129897030565,181.6124891954944,93,19.668855823121312,15.49417853379359,3.7906460324842244,20.413338696321293,8,69,Other,UK,Q1,0
348,410.1592219494794,14.677416929835331,75,5.53323871633461,84.9034513283473,4.553062536863026,15.484028217572792,2,42,Other,Other,Q2,1
190,1370.7678610829873,49.7965962068071,56,19.813074182357703,52.15995129911216,0.07415081215853936,14.855857906392094,3,37,Other,Other,Q3,1
191,181.7884966708515,89.08992833070239,97,0.9200897625379456,93.32764123790666,4.0455160841152304,15.290129122473939,7,24,Male,Other,Q2,1
312,162.43214513051194,77.74855193065562,58,62.72584006359783,80.6016504603069,4.692310265623344,44.24015404800979,4,28,Female,Canada,Q1,1
117,7030.042793546752,183.2279166134274,93,31.637540738768287,69.29717937736673,3.9465022455407506,36.189761508739274,6,22,Female,UK,Q2,1
134,1302.5327630000584,17.654899689563003,64,97.31447114269086,0.5025503365311934,0.6509722993518335,33.48615039155753,4,46,Female,UK,Q1,1
58,474.77260516533545,107.3207944586398,12,19.371705077629787,42.782345663825,0.4063955242044387,39.93745744760004,5,35,Male,UK,Q1,0
44,86.64520414209571,139.29109787963105,7,34.58285703095939,19.74862816520323,0.10422619903850405,12.85573315020725,5,25,Male,Canada,Q3,0
173,3938.3889996613343,187.02261499942207,55,35.78411586415332,91.07979110488678,3.1437261291403553,30.902140604087787,9,44,Female,USA,Q1,1
160,392.7694041119414,127.870537903507,62,0.845149606246054,17.458398467636027,3.1483632592994364,23.003311947897547,4,75,Female,Canada,Q4,1
173,17872.646039739557,162.71349484223492,90,83.9207953039459,28.60600516592855,4.934568571091061,39.12208176000967,1,59,Female,USA,Q2,0
317,3979.7136423835914,25.907738190616197,73,3.199446014432472,51.68367677344992,1.9902158705204787,15.462805523664274,4,19,Female,Canada,Q2,0
303,326.29021597260765,83.3285070780162,98,94.01798347292414,26.336361899807926,1.6595314244874837,32.15893084349479,6,52,Male,UK,Q4,1
149,374.9499139697549,81.04995555102282,77,89.20743510936207,20.986467727912117,3.1221246359219625,44.11062059086567,3,43,Female,UK,Q4,1
80,14512.661356827224,178.39476112658636,55,53.55219160859635,59.90993251027524,4.128043362537969,20.107523809746436,4,40,Other,UK,Q3,0
213,966.4318942077103,38.76052254002224,36,54.35955749112921,8.892952275502386,4.6838697476150095,3.3311043683730723,10,22,Female,Canada,Q2,0
203,507.772319684948,38.85837274395975,89,65.37779229561563,5.816775872092473,4.015620830895193,25.80254111708964,9,33,Male,Other,Q4,1
252,1143.1953198621827,72.42604847830171,24,38.7050011934887,37.22452951860714,2.1333699030790236,17.298624390351296,6,59,Other,Canada,Q3,0
229,504.27967502000865,20.34854899969914,44,64.72222833978554,72.06644545078623,3.174571176560321,33.611269027358745,7,28,Other,USA,Q2,1
164,1574.3105598756879,44.667027723973106,17,4.476838868848687,55.4806758273948,4.281496633580585,47.551646237430305,0,36,Other,Canada,Q2,0
227,978.7385686754756,193.3898313236897,2,5.404762734972657,42.28764684667789,2.453048441558697,24.28041589984235,6,33,Male,USA,Q4,1
147,4077.592300444128,91.35494857476284,13,45.723041961954436,56.57515642245824,1.0834332185269635,23.30951150777669,2,49,Female,Canada,Q1,1
20,612.2488669155041,130.0836496002629,31,54.96223011060349,36.54514846532736,0.8486171987393648,32.72924000957301,3,29,Male,Other,Q1,0
47,290.84062885017937,147.96113927548103,93,88.7817640335819,93.61463354321128,0.0007887228902836441,5.174875179678384,13,19,Male,Other,Q4,0
233,649.707950543281,79.72266733136809,28,10.466063390789627,5.490489091077433,3.5911899749064213,12.675309446250733,5,60,Other,UK,Q1,1
305,643.7910086227276,37.97314413799822,60,82.26479271938894,67.33914790298353,0.5554860442299525,45.94896627501993,2,39,Other,Other,Q2,0
14,976.2310375579682,49.25039308213836,27,21.004733729206958,89.12826648277505,1.219195498479702,33.49713066818831,6,43,Male,Canada,Q3,0
143,2840.7132161837394,69.52063055031596,15,39.408364851003185,80.38847087352534,1.4893816576139667,0.6722021991708127,6,50,Other,Other,Q3,1
1,2617.208187170029,130.85299986692286,95,31.66024348274129,18.404103482144674,2.8018993006838415,10.231273627950992,4,41,Male,UK,Q4,0
54,6630.848234187074,85.67330432692034,79,40.0155272865399,29.592634898028834,1.9897863864788463,34.14186330144495,8,22,Other,Canada,Q3,0
259,324.655780264597,11.294792601024342,33,15.049549807258556,71.70479387071047,3.373369960115809,38.21996012812871,10,38,Female,USA,Q4,1
144,1964.6712049480418,109.44736516281965,20,50.357007440355495,8.427055918076555,0.27819329664351355,41.992978633702094,9,63,Female,Canada,Q1,1
12,3264.8848416299647,185.0875444624094,42,80.16425898313673,81.18616998325841,0.6196959713221972,14.608840169102244,4,35,Female,UK,Q2,0
330,398.8834984948768,164.29474609164902,12,44.153401037889694,71.89069446047903,2.4960575176663333,46.55142981387813,3,56,Other,Other,Q1,1
224,803.1595772374731,166.7901605393299,73,49.061357589819906,72.96066492353425,1.684823939234149,27.64734467889462,6,22,Other,Other,Q4,1
272,79.44247609877594,161.06102334516493,23,84.87675852813142,10.024137026759139,1.4790668137567986,34.82695111939464,7,25,Female,Canada,Q2,1
358,4273.919251266644,71.5088568659805,72,70.60581146380308,71.77605448162309,0.3351403951876136,29.836943138995398,5,38,Male,USA,Q2,1
156,793.7374162359272,155.38682841333448,96,49.04544085197847,67.981812521997,4.478595873740007,6.137002733731023,4,64,Male,USA,Q2,1
8,3676.977142810317,37.200657984126664,14,25.769564818917967,83.09224908218505,3.459092930625254,48.15573296924399,6,74,Female,USA,Q1,0
122,1493.7937094665429,134.96606798243118,91,88.49267468449666,4.159595625646951,0.6080907840982469,6.143778994707633,5,22,Other,USA,Q2,1
348,830.6862418052298,131.89802767014893,25,57.702040169055834,2.3110668467792195,0.32522978868570307,12.74409782055918,5,30,Male,Canada,Q1,1
164,100.56414684697444,14.858261827049587,77,22.11476101106934,37.300709987856074,4.874362667156215,40.68139401114901,1,36,Male,Other,Q1,1
90,131.31133202254279,159.714325382277,85,26.911975263801036,14.878828384915288,3.405862752197524,30.929848075055073,6,46,Male,USA,Q2,0
136,22.427339398056837,181.6171399680748,31,80.3133088936246,55.838447757022195,2.0872803554687076,41.90745826881785,4,19,Other,Canada,Q4,1
186,471.57576372822774,60.80890290970046,54,4.414556208745546,91.73489015067489,3.5086552037789245,25.786809418702244,4,54,Male,Canada,Q2,1
316,33435.48548921333,164.35423759536866,5,99.20921870288201,39.14797303340157,3.7816589324007954,18.849661768331742,2,43,Male,Canada,Q2,0
178,158.86883357932294,25.657134653770157,13,13.035167971479177,84.49503772726041,3.8998110119438967,46.092274977389245,5,46,Female,USA,Q1,1
28,21.17565504461221,123.99389306960255,28,79.60685253969373,0.024087451786647396,2.3893865282652884,1.8126158757397426,4,75,Other,USA,Q2,1
220,4647.1219867141435,102.27290441351266,43,39.47753167716829,16.851464345918423,2.14941379062424,42.80651101765229,9,22,Female,Canada,Q4,1
357,38008.94493160977,113.72547132871,89,49.221618328746686,3.042353965408562,0.0551404213445017,11.54088925938908,4,49,Male,Canada,Q2,1
41,1714.5082741742128,185.97898835802556,99,88.06505774645778,32.814718051506865,4.63278557570919,42.43681638769839,0,55,Other,Canada,Q4,0
228,1691.0393046764602,175.54989697690218,47,41.291118958921324,90.81895956965027,3.016539391944715,6.95983067084428,11,65,Other,Other,Q3,1
192,688.9556425886856,159.16589487555385,71,53.74937536732345,9.695212359898775,1.0157696859498406,29.010948184527024,8,19,Female,Other,Q3,1
145,74.33739735501423,62.002706958890485,38,4.929966240916994,60.64097767438004,4.598017097107183,44.4053959505736,7,22,Female,UK,Q3,1
201,124.45349641849883,183.24553945035743,96,0.23474738674531537,45.14959391194442,4.574659508851482,23.676982344944523,6,64,Other,UK,Q2,1
212,681.8911260672733,28.5264615681363,67,24.47998730017259,93.84682123658125,4.945920821830479,37.32833369016964,3,50,Other,USA,Q1,1
220,511.48435067373475,172.13255114616967,62,68.05830929187672,12.251914253709383,4.370282815694894,40.23358089277792,5,68,Female,Other,Q4,0
240,922.6413677478336,72.35041374718548,39,12.126489335913671,21.202785050222893,4.988921939100324,36.82471043583896,6,52,Male,UK,Q3,0
46,3804.6802625291607,20.21673921577684,37,11.376195880454942,2.9541968611493274,1.223430940616363,46.266486843729915,3,36,Other,Canada,Q4,0
35,458.17135519596053,137.1778270057422,86,41.096060803590326,43.393524963137374,4.211247925996171,22.341711525996434,5,32,Male,Canada,Q1,0
253,3922.855590740842,53.943186380031534,8,64.78370386082265,27.783289956465428,4.115141543978822,8.656271958257788,8,52,Female,USA,Q4,1
82,462.6937717449775,56.27851391428006,81,71.20719922479304,86.99059338903209,1.1547017961036687,2.390553185123989,6,25,Other,USA,Q4,0
256,5204.918845571666,68.14896158346659,52,17.84506740983748,60.4940813197755,0.4921877450049539,12.322993481875255,7,64,Female,UK,Q3,0
197,1248.3167846961346,22.100105825478177,91,7.958814737204245,61.409073797570166,4.897102568387998,7.1598751940121055,4,18,Other,Canada,Q4,1
303,570.3524417556075,43.654157397668264,33,94.03970339455442,53.19106968813024,1.4801227576030518,27.897437071724024,3,55,Other,USA,Q3,0
10,1216.752971440692,10.976529241256458,81,26.066638256210172,9.1850337229201,4.35445895233903,9.2472668605866,8,39,Female,USA,Q1,0
312,706.0540105507655,94.6278090100995,42,85.33464976087238,44.501868372535526,0.020635773373019473,1.9466853644685589,1,34,Female,Other,Q3,1
286,1299.4564706477847,26.008521709414545,76,86.34914504628183,99.95051897085165,0.10512403609801102,1.799491443433393,5,33,Male,UK,Q4,1
242,3419.1911552636006,139.7039949583978,27,77.25225917625444,83.52292908460149,2.329356543481842,41.57847491824308,6,62,Female,USA,Q1,1
251,962.1560025935094,54.76834172641319,8,16.88336066525701,89.34590541671159,1.1935734196753178,29.57249657215124,5,18,Female,UK,Q2,1
5,629.9539495233973,189.27908736668365,23,82.18014592542004,82.32263592464994,3.4492064171798216,17.904265094668908,5,20,Male,Canada,Q2,0
119,203.30873639519803,175.537809205744,64,76.92505592415867,10.304169343098268,2.8278216278397714,44.71140213701234,5,73,Female,UK,Q1,1
289,2614.3401943804747,64.99377004395956,93,59.67229901062171,22.74482540647996,0.3874289872524572,3.50983057038568,5,23,Male,USA,Q1,0
65,1849.0149921539437,158.81093638476895,20,33.720203516895275,0.3121651356409627,0.8131414815785853,49.01610363639129,6,69,Male,Other,Q4,0
146,186.24923010910172,162.6165318863132,16,26.25086042665441,30.351012487811147,1.9402463502920715,30.81458951272305,5,70,Female,UK,Q2,0
224,3840.0528821537064,197.44699168173798,17,12.188921208035897,10.860740234649258,0.9280203197771658,9.173212698442423,5,75,Male,UK,Q1,1
239,181.7666917200389,123.58959750068014,80,50.975706690087144,47.2793345301583,3.961111736219643,33.953454948848425,8,79,Male,Canada,Q2,1
177,5134.987493662047,25.573489582295817,19,58.52608755098465,67.7127488573902,2.0803511777664,38.16906298917813,3,20,Male,Other,Q2,1
267,3077.2603727813807,132.89907349601236,8,35.93389905157872,87.4505295038077,0.46715933421249634,21.467139168538722,5,64,Female,UK,Q4,1
341,2058.017220393444,128.7461521914467,38,47.53590676808685,74.92171650908982,2.421714511360624,43.08163031227737,3,47,Female,Other,Q1,1
282,622.9755430338848,131.28660970988204,38,36.35144573692667,93.85855957785051,0.45419090530707085,7.5366203648235155,3,64,Male,USA,Q3,1
63,2601.047881081932,68.3576731398002,53,64.10060573207012,5.3898290393788795,0.6446865270990859,13.941879178880418,7,28,Female,Other,Q1,0
217,5511.312036024207,173.33912116526326,93,90.12592077965633,1.217983541654144,1.1980491601410264,4.6746180791994885,4,44,Other,USA,Q2,0
342,2666.5156033946582,192.29971476152826,90,16.39202620469449,66.13381138362126,4.297638526237449,10.543892030367608,4,39,Male,Canada,Q3,1
315,401.26616787849906,51.36537746584879,31,38.14088099031234,28.935241022224623,4.62306266166486,11.93644059555725,2,23,Other,Canada,Q3,0
283,1637.8021564879432,26.748910045962447,44,14.08686039508613,25.350101610577312,4.131288646660345,45.88165954608551,6,55,Female,Canada,Q2,1
177,5991.232798958493,46.961656302011974,60,62.4943770407832,33.08870876937943,1.6703860870892362,3.90548443755781,3,58,Other,USA,Q3,1
98,29692.425863462435,165.90490645858657,76,72.88705094885958,26.979605789236416,1.3622322055441582,21.370756009385474,7,63,Female,UK,Q3,1
105,806.078021146126,138.56248061577102,17,93.19127325974559,51.14364063015873,2.745778453951196,26.61993436134565,7,48,Female,USA,Q1,0
99,3971.204226101099,130.84899504443405,79,27.887192626096493,44.01484472241325,3.6092658026655617,44.93465269010804,8,75,Male,Other,Q2,0
311,6013.250801969915,86.34069567079065,73,95.02112058654302,51.242855137665636,4.966863940800874,49.88481093306068,6,78,Other,Other,Q4,0
6,324.2103396205827,119.78731458717279,39,6.32626718206748,67.27136115004362,0.6578535593946311,37.66940574599179,7,60,Male,USA,Q3,0
197,15884.792390579676,68.49608380212982,42,60.30138633645882,38.71305089711483,0.24645999511902217,48.539549528451474,4,73,Other,Canada,Q2,1
351,221.899144341111,100.66801508941265,48,5.713271934332997,25.13076871421568,3.471779444976355,39.35505662679369,7,23,Female,Canada,Q1,1
133,3690.356233244252,160.6819753904246,12,89.37741877619449,16.62005368087455,4.161128917519528,48.16013204857083,2,67,Female,Other,Q1,1
358,1733.6419867375105,196.4359035165378,96,52.98090570700541,34.94741195326255,4.231743899332116,35.36353629722276,5,37,Male,Other,Q1,1
259,1191.9707872653266,187.17289548206236,89,66.93483507627961,74.1806475246172,3.392317745385803,3.9881712725535534,3,64,Other,UK,Q3,1
23,50023.587450062994,187.43452914078728,18,83.15739259104525,75.67049101114695,4.770079020595936,20.096009349633825,7,71,Other,UK,Q4,0
53,697.9288385124265,86.42250962095135,79,15.031062248396875,66.69053866842103,2.5550238177229345,32.32986419012352,5,58,Female,UK,Q1,0
165,681.2856064137883,99.07007729629028,96,3.8591561938133845,23.402817530687457,4.569073991681062,17.53592547271255,7,28,Male,Other,Q4,0
